title_tt,title_sp,album_tt,album_sp,artist,videos,views,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity
Kinda Crazy,Kinda Crazy,Rare,Rare,Selena Gomez,2,359700,0.691,0.446,11,-10.304,0,0.0472,0.484,0.00495,0.183,0.534,93.03,4,212436,50
Течет ручей,Течёт ручей,Я не колдунья,Течёт ручей,Nadezhda Kadysheva and Golden Ring,2,49200,0.651,0.742,11,-10.089,0,0.035,0.735,0.0,0.259,0.899,132.902,4,128467,30
Weekend,Weekend (feat. Miguel),Weekend,GO:OD AM,"Mac Miller, Miguel",2,3900000,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,4,208080,76
Star Sky,Star Sky,,Battlecry,"Two Steps from Hell, Thomas Bergersen",1,221400,0.443,0.822,2,-5.656,0,0.0508,0.00997,0.107,0.0889,0.361,130.055,4,330579,60
Nowhere to Go (Quarantine Love),Nowhere to Go (Quarantine Love),Nowhere to Go (Quarantine Love),Nowhere to Go (Quarantine Love),Snow Tha Product,2,206000,0.863,0.759,10,-4.452,0,0.0456,0.0204,3.06e-05,0.196,0.427,107.97,4,145876,49
Famous (I'm the One),Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Gangland Landlord,Gangland Landlord,"Mozzy, Iamsu!, Yo Gotti, DeJ Loaf",5,756000,0.432,0.612,11,-8.846,0,0.211,0.00185,0.0,0.308,0.253,88.716,4,205333,62
違う、 そうじゃない(Backing Track),違う、 そうじゃない(Backing Track),違う、そうじゃない/渋谷で5時　～Romantic Single Version～,違う、そうじゃない/渋谷で5時 〜Romantic Single Version〜,Masayuki Suzuki,3,145500,0.609,0.737,10,-9.634,0,0.0295,0.0381,0.58,0.34,0.849,118.037,4,248493,4
Somebody Like You,Somebody Like You,Greatest Hits,Golden Road,Keith Urban,2,1300000,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,4,323040,67
냠냠송,Yum Yum Song,뽀로로 소리 동요,Pororo Sound Songs for Kids,Pororo the little penguin,3,64400,0.811,0.994,0,-2.801,1,0.291,0.423,5.23e-06,0.497,0.588,143.774,4,66667,24
"Gusty Garden Galaxy (From ""Super Mario Galaxy"")","Gusty Garden Galaxy (From ""Super Mario Galaxy"")","Gusty Garden Galaxy (From ""Super Mario Galaxy"")",Year 3,Qumu,2,393300,0.488,0.807,1,-8.433,1,0.0429,0.00691,0.604,0.348,0.383,170.065,4,205059,40
El Mas Grande de Guerrero,El Mas Grande de Guerrero,Pa' los Mal Agradecidos,Pa' los Mal Agradecidos,GERARDO DIAZ Y SU GERARQUIA,2,1100000,0.797,0.845,8,-4.946,1,0.118,0.454,0.0,0.125,0.85,103.528,3,217948,51
موسيقى حزينة ذكريات كبيرة بداخلنا,موسيقى حزينة ذكريات كبيرة بداخلنا,موسيقى حزينة ذكريات كبيرة بداخلنا,موسيقى حزينة ذكريات كبيرة بداخلنا,AMJAD ALAMEER,4,11300000,0.344,0.2,7,-22.447,0,0.0597,0.958,0.802,0.164,0.235,171.456,4,56341,0
Life By The Sea,Life By The Sea,Life By The Sea,Life By The Sea,"Tubbo, CG5",1,190100,0.729,0.662,1,-4.851,1,0.0718,0.126,0.0,0.324,0.875,153.015,4,232104,74
Syukur (Alhamdulillah),Syukur Alhamdulillah,Aku dan Tuhanku,Syukur Alhamdulillah,Wafiq Azizah,2,1369,0.603,0.499,2,-7.878,1,0.0299,0.732,0.0,0.0781,0.121,128.057,4,237187,27
AMG,AMG,Правило,Donny Womack,Don Toliver,3,54800,0.791,0.758,9,-5.249,0,0.177,0.399,0.0,0.129,0.498,139.966,4,167469,45
Coração Cachorro,Coração Cachorro,Coração Cachorro,Coração Cachorro,"Avine Vinny, Matheus Fernandes",3,5100000,0.739,0.758,0,-4.096,1,0.0372,0.439,0.0017,0.137,0.691,151.924,4,150802,86
midi,MIDDLE CHILD,,MIDDLE CHILD,J. Cole,13,1700000,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,4,213594,80
Velvet!,Velvet Light,Velvet!,Velvet Light,Jakob,2,121400,0.67,0.419,6,-10.523,0,0.0751,0.75,0.135,0.0976,0.513,77.919,4,141587,66
Bymyside,Fortyseconds/Bymyside,,Thoughts,Q,8,7898,0.688,0.166,11,-17.373,1,0.048,0.986,0.436,0.112,0.752,95.087,4,40359,23
Instrumental Vibes,Jazz Instrumental Vibes,Well Being - Hz Tones for Meditation & Relaxation,Jazz Instrumental Vibes,Jazz Instrumental Chill,2,618900,0.452,0.029,7,-29.436,1,0.0716,0.659,0.943,0.1,0.359,183.544,3,153391,39
Miss Son Tai,Mike Tyson,Miss Son Tai,Mike Tyson,Jamil,3,12400,0.844,0.6,7,-6.953,1,0.309,0.322,0.0,0.111,0.428,93.075,4,260968,38
รักนะต้าววาฬ,รักนะต้าววาฬ,รักนะต้าววาฬ,รักนะต้าววาฬ,"นุ๊ก ธนดล, ป๊ายปาย โอริโอ้",2,133000,0.554,0.523,6,-7.576,1,0.0265,0.227,0.0,0.155,0.295,139.882,4,277714,38
Buscate Otro - Remix,Buscate Otro - Remix,Buscate Otro - Remix,Buscate Otro (Remix),"Tomy DJ, DJ Pirata, El Kaio",7,5500000,0.702,0.679,0,-6.759,0,0.2,0.223,1.57e-06,0.0766,0.652,203.936,4,127292,55
Game Show,Game Shows Touch Our Lives - The Jordan Lake Sessions Volume 4,Funky Jazzy Beats,The Jordan Lake Sessions: Volumes 3 and 4,The Mountain Goats,2,2424,0.619,0.576,0,-11.333,1,0.0668,0.246,0.00052,0.11,0.666,127.326,4,307204,27
LovingCall,Loving Allah and His Prophet,,Learn with Omar & Hana,Omar & Hana English,9,296700,0.921,0.505,5,-5.49,1,0.0407,0.273,0.0,0.0558,0.855,135.096,4,100651,21
Ang Pinagmulan,Ang Pinagmulan,Ang Pinagmulan,Ang Pinagmulan,IV Of Spades,2,752000,0.55,0.763,7,-5.958,0,0.0345,0.00366,0.0206,0.226,0.532,95.0,4,231290,44
ความสุขของฉัน(คือการที่เธอยิ้มได้),ความสุขของฉัน(คือการที่เธอยิ้มได้),ความสุขของฉัน(คือการที่เธอยิ้มได้) - Single,ความสุขของฉัน(คือการที่เธอยิ้มได้),Mon Monik,2,381700,0.674,0.605,1,-7.055,1,0.025,0.556,1.06e-05,0.111,0.563,92.026,4,219177,42
Dj Aku Kecapean Cari Uang,Dj Aku Kecapean Cari Uang,Dj Aku Kecapean Cari Uang,Dj Aku Kecapean Cari Uang,DJ Mbon Mbon,25,3700000,0.719,0.66,8,-10.423,0,0.0289,0.395,0.0379,0.857,0.576,117.997,4,256489,38
How to Save a Life,How to Save a Life,How To Save A Life,How To Save A Life,The Fray,2,1000000,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4,262533,80
Diam - Diam Menyukai ku (Remix),Diam - Diam Menyukai ku (Remix),Diam - Diam Menyukai ku (Remix),Diam - Diam Menyukai ku (Remix),Dj Saputra,2,203900,0.844,0.964,11,-1.876,1,0.0487,0.0748,0.326,0.301,0.966,132.0,4,250785,41
SLEEPING IN LONDON,Love Like That,,~how i'm feeling~ (the extras),Lauv,2,3011,0.679,0.481,3,-9.045,1,0.0593,0.208,1.02e-05,0.284,0.486,80.011,4,184557,66
Locked Away (feat. Adam Levine),Locked Away (feat. Adam Levine),Locked Away (feat. Adam Levine),What Dreams Are Made Of,"R. City, Adam Levine",3,425300,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,5,227480,76
Falling Down,Falling Down - Bonus Track,,"Come Over When You're Sober, Pt. 2","Lil Peep, XXXTENTACION",3,2141,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,196400,81
Jump Around,Jump Around,House of Pain (Fine Malt Lyrics),House of Pain (Fine Malt Lyrics),House Of Pain,3,1527,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,4,214947,74
LA LA LAND #1,Land of Confusion,,Ten Thousand Fists,Disturbed,1,239600,0.553,0.991,8,-3.703,1,0.0925,4.44e-05,0.0695,0.179,0.324,114.92,4,287067,64
Lon Jon,Lonely (with Jonas Brothers),Racha 3 Cha Non-Stop (Pack2),Diplo Presents Thomas Wesley Chapter 1: Snake Oil,"Diplo, Jonas Brothers",1,5922,0.739,0.717,1,-5.123,1,0.0565,0.0611,0.0,0.206,0.529,98.047,4,139810,67
Oh No No No,Oh No No No,Oh No No No,Oh No No No,Music Falcon,5,2100000,0.811,0.877,8,-5.372,1,0.0692,0.159,0.945,0.859,0.748,116.038,4,122074,40
In My Arms (King Unique Re-Edit),In My Arms - King Unique Re-Edit,In My Arms,In My Arms,"Mylo, King Unique",2,193100,0.694,0.617,5,-7.232,1,0.0456,0.000417,0.874,0.144,0.963,124.003,4,373653,24
Ayah - Ukulele Version,Ayah - Ukulele Version,Ayah - Ukulele Version,Ayah (Ukulele Version),Ifan Seventeen,2,1941,0.426,0.183,9,-14.247,1,0.0953,0.992,0.00176,0.258,0.151,138.075,4,207692,17
Roll Call,Roll Call,Thomas & Friends: All Star Tracks,Thomas & Friends: All Star Tracks,Thomas & Friends,1,115000,0.864,0.414,1,-11.933,0,0.0408,0.196,0.0,0.299,0.971,90.942,4,75856,51
Sweet but Psycho(2019),Sweet But Psycho - Extended Dance Mashup,空城旧梦,Sweet But Psycho (Playlist 2019 Mixes),Alexis Sunshine,4,947800,0.584,0.969,1,-4.518,1,0.0938,8.86e-05,5.96e-05,0.317,0.553,132.998,4,315304,0
Stay,STAY (with Justin Bieber),Stay,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",3,771900,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,141806,97
JoJo's Bizarre Adventure - Golden Wind (Giorno's Theme) [Remix],JoJo's Bizarre Adventure - Golden Wind (Giorno's Theme) [Remix],ANIME REMIXES,ANIME REMIXES,Rifti Beats,2,89100,0.647,0.622,1,-11.158,1,0.0667,0.0068,0.503,0.0885,0.488,75.507,4,205846,51
Cinta Sejati,Cinta Sejati,The Best Of BCL,Cinta Sejati,Bunga Citra Lestari,4,735300,0.22,0.402,5,-7.316,1,0.0313,0.869,0.000194,0.147,0.224,177.396,4,300933,54
Joget Malam Berinai,Joget Malam Berinai,Selamat Pengantin Baru,Indah Di Sepanjang Perkenalan,Sanisah Huri,1,147000,0.616,0.372,10,-10.358,1,0.0415,0.668,0.0,0.0836,0.602,120.568,4,164200,3
三線の花_1,三線の花 +1Key(原曲歌手:BEGIN),,三線の花(ガイド無しカラオケ)[原曲歌手:BEGIN],歌っちゃ王,1,43500,0.495,0.522,1,-8.975,1,0.0278,0.0361,0.872,0.0827,0.46,76.006,4,315579,1
Wavin' Flag,Wavin' Flag,Voices Only 2011 College A Cappella (Volume 1),Troubadour,K'NAAN,1,157700,0.63,0.706,0,-6.41,1,0.0807,0.124,0.0,0.254,0.677,75.992,4,220520,50
CATWALK FLASH,CATWALK (FLASH),,CATWALK FLASH,Patrico Brown,3,6786,0.915,0.508,11,-11.115,0,0.329,0.0107,0.0,0.247,0.707,90.022,4,236649,2
Cafe Music: Smooth Jazz,Smooth Jazz Piano,,Piano Café ~Relaxing Jazz Piano Music~,Cafe Music BGM channel,10,868,0.509,0.0929,7,-19.423,0,0.0429,0.991,0.945,0.147,0.0886,129.015,4,219678,28
 Lucky ,Lucky,,We Sing. We Dance. We Steal Things.,"Jason Mraz, Colbie Caillat",2,29700,0.623,0.417,0,-8.699,1,0.0354,0.296,0.0,0.135,0.721,130.032,4,191360,75
lazy,Lazy Eye,,Carnavas,Silversun Pickups,2,9952,0.633,0.831,4,-5.053,1,0.0461,0.0401,0.693,0.117,0.243,127.397,4,354360,65
Despicable Me - Banana Song Dance Remix,Despicable Me - Banana Song - Dance Remix,Despicable Me - Banana Song Dance Remix,Ringtone Movie Madness,Films Top Tones,2,602,0.608,0.788,7,-6.849,1,0.445,0.0128,0.277,0.123,0.949,164.815,4,29908,0
Teman,Teman Hidup,Teman,Tulus,Tulus,3,2500000,0.718,0.259,2,-12.968,1,0.0317,0.869,8.25e-06,0.0871,0.426,83.033,4,222893,62
Illusionary Daytime (Remix),Illusionary Daytime - Remix,东风吹醒英雄梦,Illusionary Daytime (Remix),Khlo,3,856200,0.603,0.265,7,-13.808,0,0.0338,0.982,0.926,0.0893,0.377,180.004,4,244364,24
Tak Sangka,Tak Sangka,Tak Sangka,Tak Sangka,"Yonnyboii, Zynakal, ASYRAF NASIR",5,340500,0.718,0.792,9,-5.399,0,0.131,0.398,0.0,0.139,0.48,130.046,4,214356,56
Spasi,seaside_demo,38 zamkov,seaside_demo,SEB,1,44100,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,4,132000,75
GREECE (feat. Drake),GREECE (feat. Drake),GREECE (feat. Drake),GREECE (feat. Drake),"DJ Khaled, Drake",1,24800,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,4,218902,75
Runescape Theme,Runescape Theme,RuneScape: The Orchestral Collection,RuneScape: The Orchestral Collection,James Hannigan,2,583100,0.172,0.256,2,-16.027,0,0.0331,0.138,0.909,0.131,0.175,140.44,3,197333,28
Куда несёт дым (cover by Cvetocek),Куда несёт дым - Cover by Cvetocek,Куда несёт дым (cover by Cvetocek),Куда несёт дым (Cover by Cvetocek),QONTRAST,3,313900,0.388,0.641,4,-7.183,0,0.0821,0.478,0.0,0.359,0.302,81.621,4,183603,28
Lightning,Lightning Crashes,St4bility Volume 1.3: Development,Throwing Copper,Live,1,66200,0.385,0.433,11,-9.256,1,0.0435,0.241,7.07e-06,0.11,0.427,89.974,4,325600,68
อีกสักกี่ครั้ง,อีกสักกี่ครั้ง,อีกสักกี่ครั้ง,อีกสักกี่ครั้ง,Stamp,8,1100000,0.542,0.402,6,-8.134,1,0.0303,0.708,7.44e-06,0.195,0.39,143.834,3,235500,34
Roar,Roar,PRISM - Deluxe,PRISM,Katy Perry,5,120100,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,4,223546,76
Celentano,Celentano,Midnight Talks,Midnight Talks,A Toys Orchestra,2,179900,0.683,0.456,11,-8.942,0,0.0266,0.193,0.0304,0.0866,0.73,109.938,4,240093,37
Smiling All Day Long,Smiling All Day Long,"Happy Morning Music, Vol. 2","Happy Morning Music, Vol. 2",Upbeat Happy Music,3,262600,0.544,0.281,0,-20.379,0,0.0419,0.843,0.705,0.106,0.787,141.08,4,177785,34
Best You Ever Had,Best You Ever Had,Best You Ever Had,Fever,Megan Thee Stallion,1,81200,0.726,0.786,5,-3.354,0,0.343,0.0231,0.0,0.287,0.868,180.903,4,159934,45
Love Myself,Love Myself,Love Myself,HAIZ,Hailee Steinfeld,3,1400000,0.617,0.759,0,-6.785,0,0.0678,0.0026,0.0,0.419,0.324,122.924,4,218773,70
ONLY,ONLY,4 ONLY,4 ONLY,LeeHi,14,4100000,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,3,240907,84
Yıkıla Yıkıla,Yıkıla Yıkıla,Yıkıla Yıkıla,Yıkıla Yıkıla,Yener Çevik,2,108200,0.762,0.609,4,-7.842,0,0.0729,0.0577,0.000804,0.0954,0.512,148.075,4,204324,39
"ชอบเธอแบบนี้ - จาก ""ละคร ลิขิตแห่งจันทร์""","ชอบเธอแบบนี้ (จาก ""ละคร ลิขิตแห่งจันทร์"")",เพลงประกอบละคร ลิขิตแห่งจันทร์,เพลงประกอบละคร ลิขิตแห่งจันทร์,Keng Tachaya,2,148800,0.766,0.754,11,-5.249,0,0.0521,0.392,0.0,0.105,0.553,94.995,4,193000,29
Aku Jatuh Cinta Pada Jamilah,Aku Jatuh Cinta Pada Jamilah,Aku Jatuh Cinta Pada Jamilah,Aku Jatuh Cinta Pada Jamilah,Maimunah,2,65000,0.738,0.947,6,-3.047,0,0.0337,0.0303,0.00577,0.301,0.896,98.021,4,361351,32
Sticker,Sticker,Sticker - The 3rd Album,Sticker - The 3rd Album,NCT 127,2,49800,0.527,0.769,2,-0.419,1,0.28,0.311,0.0,0.742,0.719,156.032,4,227773,69
You Can Leave Your Hat On,You Can Leave Your Hat On,Cocker,Cocker,Joe Cocker,1,42200,0.65,0.535,5,-13.325,1,0.0282,0.118,0.0,0.187,0.9,173.8,4,255293,59
Звезда Тик-Ток,Звезда Тик-Ток,Звезда Тик-Ток,Звезда Тик-Ток,Амрид Келечиев,3,149000,0.686,0.83,1,-3.8,0,0.0337,0.0412,5.33e-05,0.0562,0.956,104.97,4,173714,44
ครางชื่ออ้ายแน,ครางชื่ออ้ายแน,ครางชื่ออ้ายแน,ครางชื่ออ้ายแน,"ศรีจันทร์ วีสี, ต้าร์ เพ็ญนภา แนบชิด ท็อปไลน์",1,249100,0.488,0.687,0,-8.53,1,0.0503,0.154,1.36e-06,0.133,0.553,153.056,4,215427,25
FENDI,Fendi,FENDI,Fendi,Rakhim,2,3931,0.94,0.436,0,-10.112,1,0.456,0.0747,0.0,0.113,0.29,123.003,4,128781,65
LITTLE MO' BETTA,Little Mo' Betta,,The Long & Short of It,David Davis,21,685000,0.727,0.823,6,-5.921,0,0.0451,0.121,0.0,0.0842,0.789,112.961,4,200375,39
คนไม่จำเป็น,คนไม่จำเป็น,คนไม่จำเป็น,The First Album,Getsunova,4,2935,0.582,0.551,9,-5.641,1,0.0266,0.657,3.21e-06,0.114,0.253,96.004,4,228413,42
Berdiri Bulu Romaku,Berdiri Bulu Romaku,Berdiri Bulu Romaku,Yang Yang Bergoyang....Dut Dut Berdangdut,Hetty Koes Endang,2,72700,0.752,0.827,10,-5.708,1,0.0301,0.0688,0.00263,0.0489,0.909,120.052,4,277493,38
Biar Gendut Tetap Kucinta (Versi.2),Biar Gendut Tetap Kucinta (Versi.2),Biar Gendut Tetap Kucinta (Versi.2),Biar Gendut Tetap Kucinta (Versi.2),Karya Cunduk Hura Hura,2,152600,0.664,0.509,2,-3.35,0,0.0288,0.667,0.0,0.216,0.565,103.318,4,237120,14
Pink,Pink + White,Pink,Blonde,Frank Ocean,2,2900000,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,3,184516,79
"You'll Be in My Heart (From ""Tarzan"")","You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Greatest Themes & Songs from Animated Movies,Disney Summer Songs,Phil Collins,2,658600,0.566,0.748,8,-6.549,1,0.0301,0.0643,5.16e-06,0.0925,0.614,96.586,4,258133,71
Seribu Kemanisan,Seribu Kemanisan,The Best of Siti Nurhaliza,Pancawarna,Dato' Sri Siti Nurhaliza,6,171400,0.445,0.564,4,-6.706,0,0.0267,0.509,6.09e-06,0.167,0.238,92.88,4,299307,44
เกลียดไม่ลง,เกลียดไม่ลง,เกลียดไม่ลง - Single,เกลียดไม่ลง,ฝน พรสุดา,5,11500000,0.571,0.453,2,-7.545,1,0.029,0.605,4.93e-06,0.0233,0.359,129.916,4,303350,24
Dawn Chorus,Dawn Chorus,启,ANIMA,Thom Yorke,4,119900,0.261,0.174,7,-16.16,1,0.0346,0.853,0.893,0.169,0.0393,138.673,4,323080,51
Güle Güle Şekerim,Güle Güle Şekerim,Turuncu,Turuncu,Sertab Erener,1,189600,0.818,0.779,2,-5.192,1,0.115,0.0362,4.83e-06,0.364,0.878,102.963,4,193107,46
SWEET NOTHINGS,Sweet Nothings (feat. Minke),,Sweet Nothings (feat. Minke),"Holiday87, Minke",6,244900,0.699,0.609,1,-11.505,0,0.0663,0.26,0.338,0.11,0.121,120.025,4,228846,50
Cute,Cute Without The 'E' (Cut From The Team) - Remastered,Cute,Tell All Your Friends (Remastered),Taking Back Sunday,2,467600,0.398,0.89,1,-2.248,0,0.0473,0.0252,0.0,0.0472,0.572,95.095,4,212938,68
Never Land,Never Land,KONTON PARTY Ⅱ,Never Land,"Andy Mineo, Marz",1,851300,0.772,0.812,4,-4.952,0,0.0669,0.175,0.0,0.0367,0.113,129.967,4,291030,39
Maquillaje,Maquillaje,"Tributo A Ana, Jose Y Nacho","Ana, José, Nacho",Mecano,2,36700,0.714,0.907,4,-5.562,0,0.0829,0.578,8.61e-05,0.0865,0.943,118.399,3,153173,61
Overthinker,Overthinker,Overthinker,Overthinker,INZO,3,165700,0.472,0.605,8,-4.437,1,0.134,0.0311,0.0308,0.101,0.212,128.375,1,268000,66
Mystery of Love,Mystery of Love,,Call Me by Your Name (Original Motion Picture Soundtrack),Sufjan Stevens,1,736300,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,5,248965,59
가을밤 떠난 너,Story of night fall,Rewind,Rewind,Kassy,1,133700,0.451,0.526,4,-4.248,0,0.036,0.626,0.0,0.403,0.275,129.837,4,254307,35
Doki Doki Literature Club!,Doki Doki Literature Club!,Doki Doki Literature Club!,Doki Doki Literature Club! (Original Soundtrack),Dan Salvato,5,14200000,0.796,0.493,0,-17.375,1,0.0367,0.0612,0.448,0.1,0.766,110.012,4,127820,48
ドラマツルギー,ドラマツルギー,文化,Ribing fossil,Rib,1,141500,0.589,0.871,1,-3.091,1,0.0649,0.0195,0.000171,0.206,0.731,148.981,4,239600,41
ปูหนีบอีปิ,ปูหนีบอีปิ,ปูหนีบอีปิ  Single,ปูหนีบอีปิ,พร จันทพร,1,173700,0.72,0.707,5,-6.438,1,0.098,0.324,1.74e-05,0.414,0.762,130.126,4,256356,37
Fearless,Fearless (Taylor’s Version),Fearless,Fearless (Taylor's Version),Taylor Swift,1,139500,0.569,0.741,5,-4.963,1,0.0282,0.0122,0.0,0.333,0.43,100.118,4,241592,71
Kirari,kirari futari,Kirari,minuscule,Mamerico,1,204800,0.772,0.144,5,-16.438,1,0.0517,0.888,2.28e-05,0.108,0.468,103.869,3,160173,53
En Las Rutas,En Las Rutas,En Las Rutas,En Las Rutas,Los de la Norte,3,221200,0.853,0.629,5,-5.313,1,0.0381,0.309,1.8e-06,0.0898,0.932,117.388,3,146362,32
Halloween (Main Theme),Halloween: Main Theme,#1 All Instrumental: Tv Time,Halloween Horror Hits: Classic Horror Themes From Film And Television,Dominik Hauser,4,1700000,0.597,0.564,11,-14.805,1,0.0347,0.698,0.209,0.712,0.291,137.088,5,155913,23
MYSTERY GIRL,Mystery Girl,,Mystery Girl,Housecall,9,5400000,0.64,0.911,7,-6.651,1,0.0354,0.0124,0.0209,0.0366,0.736,135.068,4,176537,48
Pu Pid Thong Lang Pra (Remastered 2017),ผู้ปิดทองหลังพระ - Remastered 2017,Por Bhumibol (Remastered 2017),พ่อภูมิพล (Remastered 2017),Add Carabao,1,859,0.479,0.54,7,-7.892,1,0.0305,0.79,0.00545,0.156,0.657,132.063,4,296686,14
Minefields,Minefields,Minefields,Minefields,"Faouzia, John Legend",6,1600000,0.476,0.686,1,-5.019,0,0.11,0.183,0.0,0.0997,0.243,152.617,4,190606,75
Shincho-ni,自分にとって志ん朝とは,,iJockey 師匠を語る~六代目古今亭志ん橋が語る三代目古今亭志ん朝~,"六代目古今亭志ん橋,塙宏",2,710,0.688,0.212,3,-17.804,1,0.955,0.923,0.0,0.401,0.692,82.387,5,105520,0
 Seven Nation Army,Seven Nation Army,,Elephant,The White Stripes,2,214000,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,232107,83
Treasure Island,Treasure Island,"Epic Kingdom: Trailer Music, Vol. 2",Treasure Island,Azealia Banks,2,1400000,0.728,0.734,6,-3.784,0,0.176,0.429,0.0,0.0792,0.535,127.084,4,201880,44
SALSA JAM NO.1,No Sé Nada de Ti - Versión Salsa,,No Sé Nada de Ti (Versión Salsa),"Franco De Vita, Nicky Jam",1,6324,0.713,0.907,0,-2.783,1,0.0368,0.4,0.0,0.114,0.59,95.015,4,212842,35
Monsieur Melody,Ballade de Melody Nelson,Vintage Sunshine,Monsieur Gainsbourg Originals,"Serge Gainsbourg, Jane Birkin",2,570,0.383,0.267,6,-16.423,0,0.0402,0.629,0.482,0.111,0.683,177.525,3,119800,19
SAN FRANCISCO,San Francisco,,Faces,Mac Miller,11,558000,0.59,0.59,0,-7.103,1,0.447,0.182,2.51e-05,0.11,0.19,77.914,4,164371,63
Thay Lòng,Thay Lòng - Remix,,Thay Lòng (Remix),"DIMZ, TVk, NH4T",4,861600,0.844,0.656,0,-6.416,0,0.0331,0.414,0.00117,0.318,0.419,119.991,4,288000,32
Na You Dey Reign,Na You Dey Reign,SATISFIED,SATISFIED,Mercy Chinwo,3,153000,0.659,0.862,6,-4.362,1,0.188,0.228,0.0,0.234,0.679,125.101,4,267572,43
Kiss and Make Up,Kiss and Make Up,Dua Lipa (Complete Edition),Dua Lipa (Complete Edition),"Dua Lipa, BLACKPINK",1,83100,0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,4,189173,74
WINNING,Winning,,Data Punk,"BLIND.SEE, Coreylte",4,1078,0.846,0.593,2,-12.495,1,0.439,0.616,0.000545,0.0703,0.248,120.083,4,129821,55
Kau Ilhamku,Kau Ilhamku,Nostalgia Abadi,Man Bai,Man Bai,1,41200,0.792,0.38,11,-8.065,1,0.0288,0.725,0.0,0.0792,0.672,87.446,4,251000,41
Jazz Comedy,Comedy,Jazz Comedy,Back To Square One,Jazz Lounge Bar,1,70100,0.521,0.395,7,-13.889,1,0.037,0.75,0.854,0.206,0.62,137.786,3,133722,38
Vente Pa' Ca (feat. Maluma),Vente Pa' Ca (feat. Maluma),Vente Pa' Ca (feat. Maluma),Vente Pa' Ca (feat. Maluma),"Ricky Martin, Maluma",3,98600,0.663,0.92,11,-4.07,0,0.226,0.00431,1.69e-05,0.101,0.533,99.935,4,259196,73
Puppy Princess,Puppy Princess,Puppy Princess,Puppy Princess,Hot Freaks,1,270300,0.642,0.702,1,-4.342,1,0.0551,0.162,0.0,0.289,0.693,121.971,4,255733,71
Khadijah,Khadijah,Khadijah,Yes Lawd!,"NxWorries, Anderson .Paak, Knxwledge",2,29400,0.759,0.722,1,-7.158,1,0.154,0.0669,0.00231,0.207,0.842,81.5,4,122373,40
Monody (feat. Laura Brehm),Monody (feat. Laura Brehm),Monody (feat. Laura Brehm),Monody (feat. Laura Brehm),"TheFatRat, Laura Brehm",2,300400,0.526,0.69,1,-3.591,0,0.0351,0.114,0.00216,0.0969,0.224,106.993,4,290467,64
Raindrops,raindrops (an angel cried),,Sweetener,Ariana Grande,4,16700,0.336,0.231,1,-6.217,1,0.0497,0.942,0.0,0.188,0.429,168.685,5,37640,65
31 Ogos,31 Ogos,Warisan Kemerdekaan,Jiwa Merdeka,Dato' Sudirman,2,153900,0.636,0.781,9,-5.867,1,0.0311,0.117,0.0265,0.111,0.947,136.219,4,162493,16
حزين من جدي,حزين من جدي,حزين من جدي,حزين من جدي,"غريب ال مخلص, بندر اليامي",4,2700000,0.376,0.442,7,-9.938,0,0.0456,0.607,0.0,0.131,0.648,144.533,4,265116,29
Tulad Mo,Tulad Mo,Tulad Mo,Tulad Mo,TJ Monterde,2,2055,0.683,0.455,9,-8.478,1,0.0252,0.685,0.0,0.129,0.546,100.997,4,220934,57
Musofir mardikormas,Musofir mardikormas,Musofir mardikormas,Musofir mardikormas,Jasurbek Mirzajonov,1,431700,0.632,0.752,8,-2.862,1,0.221,0.221,0.0,0.28,0.503,92.815,4,164808,2
Kiếp Duyên Không Thành,Kiếp Duyên Không Thành EDM - Dimz x WRC,,LK Nonstop Vinahouse Cực Mạnh Vol 2,BD Media Music,2,1000000,0.763,0.788,11,-7.492,0,0.0301,0.411,0.0786,0.48,0.881,116.013,4,256557,33
